,APINO,COMPANY,YR,JAN_OIL,JAN_GAS,JAN_WATER,JAN_DAYS,FEB_OIL,FEB_GAS,FEB_WATER,FEB_DAYS,MAR_OIL,MAR_GAS,MAR_WATER,MAR_DAYS,APR_OIL,APR_GAS,APR_WATER,APR_DAYS,MAY_OIL,MAY_GAS,MAY_WATER,MAY_DAYS,JUN_OIL,JUN_GAS,JUN_WATER,JUN_DAYS,JUL_OIL,JUL_GAS,JUL_WATER,JUL_DAYS,AUG_OIL,AUG_GAS,AUG_WATER,AUG_DAYS,SEP_OIL,SEP_GAS,SEP_WATER,SEP_DAYS,OCT_OIL,OCT_GAS,OCT_WATER,OCT_DAYS,NOV_OIL,NOV_GAS,NOV_WATER,NOV_DAYS,DEC_OIL,DEC_GAS,DEC_WATER,DEC_DAYS,API_RES,ResCode,Reservoir
73868,530080,DENBURY ONSHORE LLC,1992,298,225,0,31,352,283,27,29,285,276,77,31,239,99,0,30,280,154,0,31,365,233,0,30,393,179,0,31,305,152,0,31,274,143,0,30,153,140,13,31,141,131,99,30,156,116,101,31,530080811,811,SHANNON
73869,530080,DENBURY ONSHORE LLC,1993,162,129,113,31,243,156,33,28,242,63,0,31,234,79,0,30,241,92,0,31,219,78,0,30,198,61,0,31,194,49,0,31,196,54,5,30,227,90,92,31,326,175,0,30,295,139,0,31,530080811,811,SHANNON
73870,530080,DENBURY ONSHORE LLC,1994,250,142,0,31,246,129,0,28,285,158,0,31,0,0,0,99,327,126,0,31,212,190,7,30,189,155,44,31,221,155,0,31,220,34,92,30,254,143,62,31,227,147,64,30,181,88,37,23,530080811,811,SHANNON
73871,530080,DENBURY ONSHORE LLC,1995,35,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,101,12,25,348,92,0,19,549,149,0,29,507,57,175,30,521,61,381,31,530080811,811,SHANNON
73872,530080,DENBURY ONSHORE LLC,1996,355,55,454,31,202,50,111,29,0,0,0,0,731,275,378,29,595,188,181,27,476,183,171,30,333,183,127,31,245,114,54,31,191,83,0,30,220,136,96,31,215,178,117,30,266,127,125,31,530080811,811,SHANNON
73873,530080,DENBURY ONSHORE LLC,1997,311,82,129,31,266,109,100,28,276,132,134,31,271,78,153,29,290,87,145,31,276,89,136,30,261,77,162,31,295,102,116,31,163,64,103,18,136,34,95,8,385,111,317,30,313,77,5,31,530080811,811,SHANNON
73874,530080,DENBURY ONSHORE LLC,1998,212,70,0,29,210,77,0,26,327,106,76,31,333,106,86,30,300,86,68,31,316,153,114,30,325,617,111,31,361,476,53,31,346,93,0,30,332,87,68,31,303,121,82,30,365,132,0,31,530080811,811,SHANNON
73875,530080,DENBURY ONSHORE LLC,1999,355,108,49,31,296,102,32,28,330,79,0,31,311,57,0,30,294,61,0,31,297,54,0,30,307,71,0,31,319,89,0,31,316,90,0,30,294,71,0,29,315,79,40,30,278,84,88,31,530080811,811,SHANNON
73876,530080,DENBURY ONSHORE LLC,2000,151,55,87,27,184,56,82,27,254,92,93,31,286,88,89,30,292,86,132,31,265,109,0,30,286,103,0,31,304,110,88,31,282,129,35,30,286,132,55,31,269,87,36,30,268,89,84,31,530080811,811,SHANNON
74549,530357,BLM,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530357421,421,FORT UNION
74550,530357,BLM,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12371,18,0,0,26574,30,0,0,28494,31,0,0,8945,9,0,0,36934,31,530357421,421,FORT UNION
74551,530357,BLM,1994,0,0,26430,29,0,0,21687,25,0,0,29816,24,0,0,37679,30,0,0,32333,26,0,0,45044,28,0,25,41849,28,0,65,33707,25,0,5,268,1,0,147,48813,27,0,56,3858,3,0,104,17177,10,530357421,421,FORT UNION
74552,530357,BLM,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,530357421,421,FORT UNION
74553,530357,BLM,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,530357421,421,FORT UNION
76402,530956,DENBURY ONSHORE LLC,1997,0,0,0,0,3086,0,79,28,1448,0,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530956811,811,SHANNON
76403,530956,DENBURY ONSHORE LLC,1998,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,530956811,811,SHANNON
76404,530956,DENBURY ONSHORE LLC,1999,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,530956811,811,SHANNON
76405,530956,DENBURY ONSHORE LLC,2000,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,530956811,811,SHANNON
76406,530957,DENBURY ONSHORE LLC,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8782,0,0,19,1736,643,0,25,1813,824,0,28,2000,1370,0,31,530957811,811,SHANNON
76407,530957,DENBURY ONSHORE LLC,1997,1117,582,68,14,1794,766,109,28,1650,555,89,31,1771,1270,13,30,1793,1623,70,31,1738,1448,166,30,1861,1230,172,31,1716,1420,103,31,1355,981,184,30,1234,577,75,29,1383,538,63,30,1510,528,64,31,530957811,811,SHANNON
76408,530957,DENBURY ONSHORE LLC,1998,1409,478,131,31,1294,374,72,28,1520,613,158,31,1495,1082,91,30,1558,837,61,31,1436,1011,117,30,1294,701,180,31,1325,522,163,31,1304,560,138,30,1428,642,16,31,1237,571,31,30,1419,777,0,31,530957811,811,SHANNON
76409,530957,DENBURY ONSHORE LLC,1999,1324,788,50,31,1194,805,41,28,1275,853,45,31,1226,881,53,30,1202,765,69,31,1195,659,61,30,1193,759,38,31,1245,820,0,31,798,427,0,22,1214,496,87,31,1190,632,52,30,1247,621,54,31,530957811,811,SHANNON
76410,530957,DENBURY ONSHORE LLC,2000,1298,566,26,31,1224,455,40,29,1345,562,70,31,1354,486,94,30,1385,591,101,31,1329,591,0,30,1332,563,0,31,1447,575,96,31,1431,516,86,30,1544,387,33,31,1521,385,1,30,1417,331,42,31,530957811,811,SHANNON
76411,530958,DENBURY ONSHORE LLC,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,23,1743,2290,0,18,3304,2567,0,30,2874,3899,0,31,530958811,811,SHANNON
76412,530958,DENBURY ONSHORE LLC,1997,2391,4868,0,31,1683,3969,0,25,2154,2899,0,31,1972,3611,0,30,2072,3549,0,31,2058,3854,0,30,1755,3114,0,31,748,1704,0,25,1538,2113,46,27,1859,2599,0,31,1806,2613,0,30,1552,2744,0,31,530958811,811,SHANNON
76413,530958,DENBURY ONSHORE LLC,1998,1502,2633,0,31,1361,2228,34,28,1606,2452,66,31,1607,2816,5,29,1679,2740,0,31,1699,2255,103,30,1757,1745,20,31,1760,1792,0,30,1788,1910,0,30,1402,1406,0,25,1697,1601,0,30,1854,1556,0,31,530958811,811,SHANNON
76414,530958,DENBURY ONSHORE LLC,1999,1532,1174,0,29,1438,1036,0,28,2012,1221,0,31,1882,1293,24,30,1973,1185,14,31,1910,968,0,30,1846,1116,0,31,1808,1036,0,31,1935,1011,37,30,2395,969,4,31,1982,1022,0,30,2020,978,0,31,530958811,811,SHANNON
76415,530958,DENBURY ONSHORE LLC,2000,1903,1004,0,31,1760,983,0,29,1848,1311,0,31,1809,1275,0,30,1814,1331,0,31,1718,1390,0,30,1771,1415,0,31,1974,1532,48,31,2060,1566,75,30,2132,1582,46,31,2028,1490,0,30,1937,1400,0,31,530958811,811,SHANNON
76416,530959,DENBURY ONSHORE LLC,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,0,0,8,5734,5320,0,31,3432,2615,0,23,2972,2995,0,31,530959811,811,SHANNON
76417,530959,DENBURY ONSHORE LLC,1997,3190,3353,36,31,1986,2628,0,27,2430,3124,0,31,2101,4109,0,29,2006,3166,31,31,2162,3163,90,30,2038,2795,19,31,1870,3039,62,31,1725,3033,64,30,1730,2935,0,31,1644,2605,0,29,1430,1977,0,31,530959811,811,SHANNON
76418,530959,DENBURY ONSHORE LLC,1998,1577,1839,0,31,1483,1491,0,28,1857,2002,0,31,1769,1543,0,30,1851,1415,0,31,1917,1419,0,30,2167,1039,0,31,2119,1123,0,31,1922,1171,0,30,1984,1201,121,31,1945,1097,0,30,1981,1167,0,31,530959811,811,SHANNON
76419,530959,DENBURY ONSHORE LLC,1999,1858,1093,0,31,1777,1030,0,28,2076,1291,41,31,1812,1082,97,30,1799,1024,45,31,1978,997,0,30,1829,1002,0,31,1924,924,0,31,1934,968,0,30,1870,997,0,30,1709,925,0,26,2262,1184,0,31,530959811,811,SHANNON
76420,530959,DENBURY ONSHORE LLC,2000,1976,1267,61,31,1752,1212,30,29,1894,1414,38,31,1776,1329,0,30,1808,1453,0,31,1697,1568,0,30,1602,1618,0,31,1652,1613,39,31,1571,1662,0,30,1475,1639,0,31,1453,1563,0,30,1611,1645,0,31,530959811,811,SHANNON
77608,531616,DENBURY ONSHORE LLC,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542,936,323,30,5361,1466,143,31,531616811,811,SHANNON
77609,531616,DENBURY ONSHORE LLC,1998,3979,1091,2,31,3445,953,27,28,3399,1217,44,31,3246,1214,1,30,3092,1102,0,31,2946,1111,153,30,2896,986,46,31,3168,1059,49,31,2829,1069,13,30,2779,1031,0,31,2407,1001,0,30,2490,1030,0,29,531616811,811,SHANNON
77610,531616,DENBURY ONSHORE LLC,1999,2526,1257,51,31,2372,1354,22,28,2551,1300,16,31,2164,1098,8,29,2181,1006,0,30,2253,993,0,30,2421,967,28,31,2363,817,33,30,2267,603,21,26,1907,526,12,26,2241,901,40,30,1937,787,7,31,531616811,811,SHANNON
77611,531616,DENBURY ONSHORE LLC,2000,1497,464,0,28,1570,404,0,29,1480,313,0,31,1272,270,29,30,1556,512,3,31,1519,537,0,30,1724,835,0,31,1719,735,34,31,1668,698,65,30,1470,567,2,31,1614,544,17,30,1853,831,41,29,531616811,811,SHANNON
77612,531617,DENBURY ONSHORE LLC,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,152,0,30,9501,2444,38,31,531617811,811,SHANNON
77613,531617,DENBURY ONSHORE LLC,1998,7019,2239,0,31,5511,2305,42,28,4831,3042,79,30,5722,6530,74,28,5103,6604,76,31,4336,5777,48,30,3446,3736,0,28,4343,3871,172,31,4013,3036,202,30,3869,2759,86,31,3060,2082,35,25,4136,2473,0,31,531617811,811,SHANNON
77614,531617,DENBURY ONSHORE LLC,1999,3540,2349,173,31,3131,2110,163,28,2615,1415,141,26,3469,1712,215,30,3467,1676,174,31,3034,1489,202,30,3202,1493,250,31,3009,1348,167,31,2843,1254,147,30,2855,1180,76,31,2662,1221,67,30,2490,1004,255,31,531617811,811,SHANNON
77615,531617,DENBURY ONSHORE LLC,2000,2525,1016,313,31,2368,815,227,29,2239,781,242,31,1803,593,266,30,1753,507,320,31,1734,463,0,30,1919,372,0,31,1701,277,118,31,1344,250,27,26,1478,416,28,28,1540,254,100,28,1801,288,547,31,531617811,811,SHANNON
77616,531619,DENBURY ONSHORE LLC,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115,686,111,23,4973,1554,137,30,3078,1387,0,31,531619811,811,SHANNON
77617,531619,DENBURY ONSHORE LLC,1998,2847,1292,112,31,3024,982,29,28,3301,1197,0,31,3387,1353,0,30,3423,1269,108,31,3107,1157,0,30,3026,974,0,31,3282,1019,43,31,3120,952,2,30,2807,910,62,27,3107,1093,9,30,3958,1278,0,28,531619811,811,SHANNON
77618,531619,DENBURY ONSHORE LLC,1999,3496,2476,0,31,2913,1828,55,28,3074,1571,18,31,2610,1067,26,26,3147,1603,0,31,2578,1224,29,30,2528,1397,0,31,2594,1291,0,31,2566,1190,0,30,2532,1243,0,31,2354,1153,23,30,2466,1175,7,31,531619811,811,SHANNON
77619,531619,DENBURY ONSHORE LLC,2000,2339,1201,0,31,2177,1068,24,29,2267,306,5,31,2026,1296,0,30,2185,1287,34,31,2137,1252,0,30,2034,1292,0,31,2155,1260,0,31,2049,1294,0,30,2268,1241,0,31,2136,1132,0,30,2301,1196,60,31,531619811,811,SHANNON
77620,531621,DENBURY ONSHORE LLC,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,29,0,0,197,26,531621811,811,SHANNON
77621,531621,DENBURY ONSHORE LLC,1998,0,0,187,31,465,566,31,28,499,589,0,31,438,595,0,30,476,629,0,31,473,487,0,30,534,446,90,31,288,380,17,28,291,400,0,30,370,314,0,31,349,226,0,30,324,245,0,31,531621811,811,SHANNON
77622,531621,DENBURY ONSHORE LLC,1999,315,269,0,31,328,332,15,28,301,448,2,31,297,336,41,30,344,335,9,31,336,295,0,30,264,385,0,31,261,372,0,31,276,291,18,30,289,169,26,31,180,135,16,30,169,126,41,31,531621811,811,SHANNON
77623,531621,DENBURY ONSHORE LLC,2000,213,126,73,27,172,85,30,20,269,142,35,31,274,116,8,30,288,159,33,31,282,142,0,30,198,137,0,31,230,136,10,31,347,123,50,30,342,140,57,31,253,105,19,30,218,99,52,31,531621811,811,SHANNON
77624,531622,DENBURY ONSHORE LLC,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,242,48,61,11,3459,882,27,29,2273,669,30,30,2062,567,25,27,531622811,811,SHANNON
77625,531622,DENBURY ONSHORE LLC,1998,1897,1105,15,27,2414,1537,0,26,1950,2175,0,31,1954,2212,33,30,1626,2002,1,31,1615,1811,29,30,1630,1970,65,30,1825,2254,37,31,1619,1929,1,30,1297,1906,0,31,1223,1750,0,30,1073,1786,0,31,531622811,811,SHANNON
77626,531622,DENBURY ONSHORE LLC,1999,1046,1460,0,31,919,1155,32,28,1104,1103,12,31,1142,958,0,30,1194,1052,0,31,1099,1245,0,30,1109,1191,0,31,1091,900,0,31,1082,723,0,30,1213,521,0,31,1052,578,0,30,1262,563,0,31,531622811,811,SHANNON
77627,531622,DENBURY ONSHORE LLC,2000,1451,548,0,31,1346,495,0,29,1404,639,0,31,1324,527,0,30,1407,453,0,31,1492,543,0,30,1412,552,0,31,1263,510,0,29,1692,837,0,30,1806,924,0,31,1433,770,0,27,1491,1290,0,31,531622811,811,SHANNON
77628,531623,DENBURY ONSHORE LLC,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,592,0,30,2957,1306,0,28,531623811,811,SHANNON
77629,531623,DENBURY ONSHORE LLC,1998,4313,2055,74,31,4060,1812,59,28,4574,2107,0,31,4704,2496,69,30,4675,2054,109,31,4390,1923,114,30,4497,1555,18,31,4661,1403,0,31,4730,1692,0,30,5041,1803,0,31,4774,1912,53,30,4717,2000,0,31,531623811,811,SHANNON
77630,531623,DENBURY ONSHORE LLC,1999,4608,1456,10,31,4193,1503,38,28,4538,1550,36,31,4445,1414,0,30,4310,1286,29,31,4017,1129,22,30,4185,1148,0,31,4280,1082,0,31,4099,1065,0,30,4168,1085,0,31,3764,1248,47,30,3567,1202,29,31,531623811,811,SHANNON
77631,531623,DENBURY ONSHORE LLC,2000,3542,1307,0,31,3153,1238,0,29,3165,1389,0,31,3014,1258,0,30,3168,1165,262,31,3112,976,0,30,3232,837,0,31,3168,906,0,31,3033,1132,0,30,2978,1991,0,31,2931,1015,0,30,3570,1283,0,31,531623811,811,SHANNON
77632,531624,DENBURY ONSHORE LLC,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,353,30,13,3602,640,72,31,2655,913,63,29,2190,1115,0,31,531624811,811,SHANNON
77633,531624,DENBURY ONSHORE LLC,1998,2069,948,0,31,1589,826,24,28,1696,987,5,31,1744,970,0,30,1734,1107,0,31,1750,900,0,30,1723,884,0,30,1702,827,0,31,1839,661,0,30,2118,633,0,31,2478,629,0,30,2617,693,0,31,531624811,811,SHANNON
77634,531624,DENBURY ONSHORE LLC,1999,2443,597,0,31,2137,565,0,28,2549,677,0,31,1913,528,0,30,2016,512,0,31,1949,582,0,30,2160,710,0,31,2253,723,0,31,1992,626,0,30,2022,407,0,29,2261,487,67,30,2318,485,36,31,531624811,811,SHANNON
77635,531624,DENBURY ONSHORE LLC,2000,2369,483,0,31,2187,452,0,29,2445,593,38,31,2171,463,13,30,2362,395,0,31,2243,482,0,30,2083,520,0,31,2237,538,0,31,1994,506,0,30,2050,531,0,31,1565,711,0,30,1925,914,31,31,531624811,811,SHANNON
77697,531650,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394,1028,36,18,6319,2677,0,31,531650811,811,SHANNON
77698,531650,DENBURY ONSHORE LLC,1999,5329,2899,0,31,4993,2550,19,28,5161,2219,131,31,4896,2246,172,30,4446,1922,189,30,4465,1874,203,30,4188,1830,327,31,3900,1642,266,31,3846,1543,215,30,2760,1047,72,24,3646,1571,155,30,3474,1422,281,31,531650811,811,SHANNON
77699,531650,DENBURY ONSHORE LLC,2000,3122,1410,274,30,3117,1305,259,29,2541,90,299,31,2583,1028,237,30,2704,946,175,30,2756,825,0,30,2821,668,0,31,2306,576,381,31,1987,714,224,29,2459,1193,268,31,2160,546,246,25,3279,917,381,31,531650811,811,SHANNON
78374,532049,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,156,0,30,1040,1204,0,31,964,1492,0,31,609,915,5,23,9,21,1,1,756,1015,45,30,1042,1190,0,31,532049811,811,SHANNON
78375,532049,DENBURY ONSHORE LLC,1999,1051,999,36,31,974,657,0,28,1092,558,0,31,1016,627,32,30,1006,705,23,31,1090,394,7,30,1116,378,88,31,959,332,22,31,1024,375,128,30,1122,445,102,31,1031,453,43,30,1024,442,89,31,532049811,811,SHANNON
78376,532049,DENBURY ONSHORE LLC,2000,1108,514,41,31,1016,513,3,29,964,462,22,31,971,358,57,30,1007,330,61,31,1068,429,5,30,1163,537,0,31,1038,535,27,31,1010,562,9,30,1146,926,90,31,1025,744,0,30,1080,678,0,31,532049811,811,SHANNON
78377,532050,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,62,2,12,3008,1864,30,30,2382,1606,37,31,2260,1647,3,31,2128,1591,0,30,2394,2375,0,31,2155,1530,0,30,2106,1149,0,31,532050811,811,SHANNON
78378,532050,DENBURY ONSHORE LLC,1999,2345,1138,45,31,2205,998,30,28,2572,952,8,31,3279,1012,0,30,3448,949,0,31,3186,759,0,30,4060,817,0,31,3996,860,0,31,3518,775,46,30,3578,737,50,31,3536,838,3,30,4072,897,0,31,532050811,811,SHANNON
78379,532050,DENBURY ONSHORE LLC,2000,4050,925,0,31,3835,915,25,29,4027,921,23,31,3848,840,31,30,3578,795,21,31,3340,829,0,30,4170,948,0,31,3531,970,418,31,3414,867,75,30,3825,846,0,31,3785,1030,0,30,4029,975,0,30,532050811,811,SHANNON
78380,532051,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7508,1965,0,27,532051811,811,SHANNON
78381,532051,DENBURY ONSHORE LLC,1999,8106,3035,0,31,6358,2490,63,28,6607,3042,5,31,5191,2132,30,28,6089,3015,75,31,5793,3098,23,30,5612,3227,0,31,5411,3158,0,31,5121,2922,46,30,5112,2827,21,31,4977,3163,53,30,5298,2800,81,31,532051811,811,SHANNON
78382,532051,DENBURY ONSHORE LLC,2000,6097,2636,19,31,5884,2432,58,29,6163,2780,70,31,6284,2122,9,30,6686,2151,0,31,6350,2081,0,30,6515,1941,0,31,6059,2003,0,31,5509,2320,47,30,5042,3504,24,31,4846,2264,0,30,4762,2533,0,31,532051811,811,SHANNON
79104,532538,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,61,30,358,356,0,31,532538811,811,SHANNON
79105,532538,DENBURY ONSHORE LLC,1999,885,737,57,30,1192,651,0,28,1143,506,0,31,809,406,0,30,813,508,5,31,1085,641,22,28,1243,698,37,31,1146,638,175,31,845,487,71,23,1310,632,95,31,1151,646,75,30,1262,667,116,31,532538811,811,SHANNON
79106,532538,DENBURY ONSHORE LLC,2000,1230,681,54,31,1232,633,113,29,1328,630,96,31,1316,559,37,30,1397,501,56,31,1322,532,32,30,1552,604,0,31,1217,573,44,31,1147,508,30,30,1220,469,32,31,1271,531,0,30,1694,847,0,31,532538811,811,SHANNON
79107,532540,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2847,752,11,31,1899,1292,0,30,1665,2015,0,31,1285,1096,0,30,1191,979,0,31,532540811,811,SHANNON
79108,532540,DENBURY ONSHORE LLC,1999,1258,958,0,31,1517,944,0,28,1552,780,0,31,1037,643,0,30,1012,702,0,31,1091,590,0,30,1030,573,0,31,1032,707,32,31,1093,745,8,30,1234,761,0,31,1184,860,30,30,1535,1148,87,31,532540811,811,SHANNON
79109,532540,DENBURY ONSHORE LLC,2000,976,931,34,31,1222,1021,0,29,1266,1115,0,31,1207,1518,0,30,1258,1419,0,31,1309,844,21,30,1392,924,0,31,1184,909,0,31,1078,769,0,30,1019,705,0,31,838,757,0,30,648,791,0,31,532540811,811,SHANNON
79110,532543,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2713,701,2537,18,2400,1232,1923,30,1816,857,1885,30,1469,696,1262,31,1109,442,1193,30,786,316,0,25,532543811,811,SHANNON
79111,532543,DENBURY ONSHORE LLC,1999,1390,714,1942,31,1088,446,1530,28,1200,373,1759,31,964,367,1301,29,963,295,924,31,820,207,1441,30,797,187,1617,31,760,355,1442,31,811,359,1658,30,1207,420,2342,28,1691,813,2169,30,1297,625,1454,31,532543811,811,SHANNON
79112,532543,DENBURY ONSHORE LLC,2000,992,581,1395,31,876,451,1138,29,698,245,729,31,1190,354,1786,26,1440,402,2001,31,797,249,780,30,1073,239,0,31,857,202,1018,31,710,180,865,30,755,165,922,31,688,224,0,30,587,367,796,31,532543811,811,SHANNON
79113,532544,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3494,2806,0,30,2821,3744,0,31,2559,3011,0,31,2165,2518,163,30,1604,2040,105,31,1909,2321,0,30,2022,2742,0,31,532544811,811,SHANNON
79114,532544,DENBURY ONSHORE LLC,2000,2217,2847,0,31,2319,2419,0,29,2640,2362,0,31,2740,2234,0,30,2898,2044,0,31,2968,1857,0,30,3228,2176,0,31,2515,1417,0,31,3113,1668,0,30,3363,1929,0,31,3404,1907,13,30,3189,1931,5,31,532544811,811,SHANNON
79115,532546,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,132,0,8,5686,2861,0,31,3547,2176,0,31,2984,2022,0,30,3150,1722,0,31,3568,1290,0,30,3802,1097,0,30,532546811,811,SHANNON
79116,532546,DENBURY ONSHORE LLC,2000,4911,1456,50,31,4732,1328,9,29,4803,1504,0,31,4590,1363,0,30,4681,1426,0,31,4381,1323,0,30,4491,1541,0,31,4145,1421,0,31,3908,1507,0,30,4092,1650,0,31,4005,1781,15,30,4175,1650,1,31,532546811,811,SHANNON
79592,532820,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,405,329,30,1130,383,0,28,532820811,811,SHANNON
79593,532820,DENBURY ONSHORE LLC,1999,1142,395,111,31,1025,369,37,28,1496,690,382,31,1390,648,377,30,1571,612,187,31,1567,583,66,30,2159,1460,127,31,2237,1307,140,31,1986,1235,131,30,1993,1159,146,31,1848,1219,106,30,1906,1321,91,31,532820811,811,SHANNON
79594,532820,DENBURY ONSHORE LLC,2000,1889,956,81,28,2183,1794,67,29,1778,1697,78,29,1519,1416,71,30,1401,1195,50,31,1207,1102,0,30,1210,1140,0,31,1551,1074,74,31,2386,1447,35,30,2423,2195,34,31,2377,2159,32,30,1679,1268,208,31,532820811,811,SHANNON
79595,532821,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7415,2016,15,30,7374,2907,0,31,5335,1952,0,30,4836,1899,0,30,532821811,811,SHANNON
79596,532821,DENBURY ONSHORE LLC,1999,5840,2265,0,31,4651,1842,26,28,5205,1588,10,26,5740,2208,36,26,5160,2653,15,29,4524,1431,0,30,4794,1947,17,30,5269,2579,50,31,4733,2538,49,30,4582,2485,16,31,4135,2577,0,30,4574,2531,0,31,532821811,811,SHANNON
79597,532821,DENBURY ONSHORE LLC,2000,4325,2493,0,31,3753,2352,0,29,3789,2571,29,31,3614,2595,41,30,3648,2651,16,31,3640,2693,21,30,4116,2951,0,31,3465,2707,322,31,3435,2319,7,30,3551,2017,5,31,3517,1577,0,30,3809,1739,0,31,532821811,811,SHANNON
81874,534552,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,354,188,16,1743,1254,0,19,2519,1998,0,31,2129,2261,0,30,2085,2368,0,31,534552811,811,SHANNON
81875,534552,DENBURY ONSHORE LLC,2000,1285,2146,0,31,1893,3026,0,29,1925,3222,122,31,1799,3067,144,30,2053,2850,103,31,1534,2191,0,30,1604,1369,0,31,2227,2255,66,31,2116,1875,73,30,1848,994,145,27,2068,772,42,29,2159,899,94,31,534552811,811,SHANNON
