,APINO,COMPANY,YR,JAN_OIL,JAN_GAS,JAN_WATER,JAN_DAYS,FEB_OIL,FEB_GAS,FEB_WATER,FEB_DAYS,MAR_OIL,MAR_GAS,MAR_WATER,MAR_DAYS,APR_OIL,APR_GAS,APR_WATER,APR_DAYS,MAY_OIL,MAY_GAS,MAY_WATER,MAY_DAYS,JUN_OIL,JUN_GAS,JUN_WATER,JUN_DAYS,JUL_OIL,JUL_GAS,JUL_WATER,JUL_DAYS,AUG_OIL,AUG_GAS,AUG_WATER,AUG_DAYS,SEP_OIL,SEP_GAS,SEP_WATER,SEP_DAYS,OCT_OIL,OCT_GAS,OCT_WATER,OCT_DAYS,NOV_OIL,NOV_GAS,NOV_WATER,NOV_DAYS,DEC_OIL,DEC_GAS,DEC_WATER,DEC_DAYS,API_RES,ResCode,Reservoir
406040,532049,DENBURY ONSHORE LLC,2020,610,197,101,31,630,209,97,29,690,213,198,31,658,213,207,30,698,219,242,31,721,65,185,30,679,175,317,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,532049811,811,SHANNON
406041,531650,DENBURY ONSHORE LLC,2020,0,0,643,31,0,0,624,29,0,0,630,31,0,0,732,30,0,0,795,31,0,0,699,30,0,0,726,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,531650811,811,SHANNON
406042,531624,DENBURY ONSHORE LLC,2020,299,87,315,31,282,77,289,29,347,82,278,31,406,83,215,30,456,69,220,31,450,63,279,30,436,67,343,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,531624811,811,SHANNON
406043,531623,DENBURY ONSHORE LLC,2020,465,49,1520,31,220,20,956,18,0,0,0,0,324,43,1024,17,473,74,1979,31,349,72,1771,30,525,74,1862,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,531623811,811,SHANNON
406044,531622,DENBURY ONSHORE LLC,2020,385,87,167,31,441,76,126,29,489,82,131,31,64,12,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,531622811,811,SHANNON
406045,531621,DENBURY ONSHORE LLC,2020,278,31,10,31,240,31,32,29,230,33,38,31,241,31,111,30,195,32,152,31,174,30,153,30,165,33,136,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,531621811,811,SHANNON
406046,531619,DENBURY ONSHORE LLC,2020,169,19,251,19,35,4,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,531619811,811,SHANNON
406047,531617,DENBURY ONSHORE LLC,2020,278,55,2029,31,252,66,2020,29,301,75,1959,31,330,75,2352,30,337,75,2383,31,285,72,2016,30,430,75,2109,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,531617811,811,SHANNON
406048,531616,DENBURY ONSHORE LLC,2020,334,31,378,31,284,34,339,29,204,67,292,31,215,42,376,30,251,32,362,31,352,31,468,30,376,40,484,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,531616811,811,SHANNON
406049,530959,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,530959811,811,SHANNON
406050,530958,DENBURY ONSHORE LLC,2020,220,63,2707,31,201,61,2377,29,240,67,1703,31,229,62,1593,30,326,65,1971,31,293,61,1859,30,264,65,1698,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,530958811,811,SHANNON
406051,530957,DENBURY ONSHORE LLC,2020,153,31,516,31,200,31,493,29,221,33,628,31,199,31,530,30,142,32,504,31,137,31,529,30,150,33,511,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,530957811,811,SHANNON
406052,530080,DENBURY ONSHORE LLC,2020,156,31,65,31,147,31,64,29,153,33,70,31,194,31,36,30,188,32,71,31,206,31,57,30,211,33,36,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,530080811,811,SHANNON
406053,530043,DENBURY ONSHORE LLC,2020,81,6,33,31,79,6,35,29,83,7,33,31,78,8,31,30,83,10,31,31,78,10,30,30,85,10,36,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,530043811,811,SHANNON
406054,529932,DENBURY ONSHORE LLC,2020,104,32,0,31,98,31,7,29,102,33,38,31,100,31,36,30,105,32,38,31,126,30,38,30,126,33,36,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529932811,811,SHANNON
406055,529920,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529920811,811,SHANNON
406056,529413,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529413811,811,SHANNON
406057,529412,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529412811,811,SHANNON
406058,529410,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529410811,811,SHANNON
406059,529108,DENBURY ONSHORE LLC,2020,502,164,3,31,439,161,58,29,363,159,182,31,296,121,109,30,426,187,28,31,450,179,73,30,421,148,168,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529108811,811,SHANNON
406060,529107,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529107811,811,SHANNON
406061,529106,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529106811,811,SHANNON
406062,529101,DENBURY ONSHORE LLC,2020,172,25,34,31,123,4,32,29,128,33,38,31,169,31,0,30,184,32,38,31,192,31,38,30,185,33,36,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,529101811,811,SHANNON
406063,528843,DENBURY ONSHORE LLC,2020,277,20,43,31,105,9,8,9,148,4,13,8,397,15,57,30,395,15,79,31,401,15,126,30,355,15,55,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528843811,811,SHANNON
406064,528842,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528842811,811,SHANNON
406065,528811,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528811811,811,SHANNON
406066,528807,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528807811,811,SHANNON
406067,528806,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528806811,811,SHANNON
406068,528310,DENBURY ONSHORE LLC,2020,1176,164,920,31,1137,153,966,29,1135,175,765,31,1011,214,765,30,1083,260,789,31,1063,261,780,30,1156,270,949,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528310811,811,SHANNON
406069,528309,DENBURY ONSHORE LLC,2020,358,71,419,31,331,71,411,29,408,81,374,31,337,90,426,30,337,107,431,31,278,96,386,28,360,102,507,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528309811,811,SHANNON
406070,528308,DENBURY ONSHORE LLC,2020,27,7,398,31,26,6,417,29,28,7,401,31,26,8,369,30,28,10,369,31,26,10,354,30,28,10,434,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528308811,811,SHANNON
406071,528307,DENBURY ONSHORE LLC,2020,458,58,929,31,411,49,930,29,275,15,735,31,247,16,662,30,248,20,634,31,231,18,551,28,284,20,724,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528307811,811,SHANNON
406072,528306,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528306811,811,SHANNON
406073,528249,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528249811,811,SHANNON
406074,528248,DENBURY ONSHORE LLC,2020,290,11,40,31,250,2,28,29,382,8,52,31,426,2,54,30,241,24,59,31,266,25,55,30,313,28,54,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528248811,811,SHANNON
406075,528247,DENBURY ONSHORE LLC,2020,202,45,38,31,180,26,40,29,156,30,46,31,191,25,78,30,201,32,205,31,217,31,329,30,175,32,200,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528247811,811,SHANNON
406076,528246,DENBURY ONSHORE LLC,2020,364,152,1053,31,299,162,960,29,426,164,1281,31,322,151,1060,30,341,130,1000,31,301,98,998,30,339,79,1008,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528246811,811,SHANNON
406077,528245,DENBURY ONSHORE LLC,2020,234,65,388,31,212,65,376,29,223,73,337,31,313,82,338,30,342,95,321,31,109,34,102,12,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528245811,811,SHANNON
406078,528244,DENBURY ONSHORE LLC,2020,219,6,189,31,260,25,210,29,281,29,334,31,289,24,250,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528244811,811,SHANNON
406079,528243,DENBURY ONSHORE LLC,2020,127,20,152,31,192,31,213,29,126,43,157,31,98,1,117,22,74,21,83,15,170,25,184,30,158,28,114,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528243811,811,SHANNON
406080,528241,DENBURY ONSHORE LLC,2020,174,11,83,31,270,32,95,29,197,32,104,31,176,24,46,30,225,31,60,31,167,36,35,30,184,30,29,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528241811,811,SHANNON
406081,528240,DENBURY ONSHORE LLC,2020,0,0,243,31,0,0,224,29,0,0,234,31,0,0,217,30,0,0,236,31,0,0,219,30,0,0,217,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528240811,811,SHANNON
406082,528239,DENBURY ONSHORE LLC,2020,0,0,243,31,0,0,224,29,0,0,234,31,0,0,217,30,0,0,236,31,0,0,219,30,0,0,217,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528239811,811,SHANNON
406083,528238,DENBURY ONSHORE LLC,2020,0,0,152,31,0,0,140,29,0,0,146,31,0,0,136,30,0,0,147,31,0,0,137,30,0,0,136,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528238811,811,SHANNON
406084,528137,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528137811,811,SHANNON
406085,528136,DENBURY ONSHORE LLC,2020,36,0,113,31,36,0,121,29,26,0,127,31,26,0,103,30,26,0,122,31,31,0,83,30,29,0,54,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528136811,811,SHANNON
406086,528135,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528135811,811,SHANNON
406087,528134,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528134811,811,SHANNON
406088,528133,DENBURY ONSHORE LLC,2020,28,0,769,31,22,0,672,29,30,0,868,31,23,0,741,30,27,0,722,31,25,0,721,30,27,0,746,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528133811,811,SHANNON
406089,528132,DENBURY ONSHORE LLC,2020,28,0,135,31,22,0,118,29,30,0,152,31,23,0,130,30,27,0,126,31,25,0,126,30,27,0,131,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528132811,811,SHANNON
406090,528131,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528131811,811,SHANNON
406091,528130,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528130811,811,SHANNON
406092,528129,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528129811,811,SHANNON
406093,528128,DENBURY ONSHORE LLC,2020,0,0,428,31,0,0,382,29,0,0,438,31,0,0,277,30,0,0,358,31,0,0,381,30,0,0,350,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528128811,811,SHANNON
406094,528127,DENBURY ONSHORE LLC,2020,0,0,216,31,0,0,79,29,0,0,157,31,0,0,170,30,0,0,162,31,0,0,132,30,0,0,165,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528127811,811,SHANNON
406095,528126,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528126811,811,SHANNON
406096,528125,DENBURY ONSHORE LLC,2020,287,98,114,31,252,80,145,29,242,64,215,31,195,54,111,30,225,160,72,31,238,71,127,30,228,59,94,28,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528125811,811,SHANNON
406097,528124,DENBURY ONSHORE LLC,2020,231,73,1761,31,226,67,1554,29,239,66,1667,31,214,65,1768,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528124811,811,SHANNON
406098,528123,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528123811,811,SHANNON
406099,528122,DENBURY ONSHORE LLC,2020,431,80,1388,31,380,67,1255,29,354,66,1229,31,344,80,1101,30,382,120,1574,31,274,93,2172,29,366,93,1465,29,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528122811,811,SHANNON
406100,528121,DENBURY ONSHORE LLC,2020,366,45,599,31,367,47,522,29,391,60,518,31,363,59,363,30,423,95,472,31,346,91,554,29,356,39,430,29,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528121811,811,SHANNON
406101,528120,DENBURY ONSHORE LLC,2020,169,24,220,31,160,22,197,29,214,29,227,31,124,16,128,11,0,0,0,0,277,59,515,27,279,62,426,29,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528120811,811,SHANNON
406102,528119,DENBURY ONSHORE LLC,2020,0,0,539,31,0,0,471,29,0,0,608,31,0,0,519,30,0,0,506,31,0,0,505,30,0,0,523,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528119811,811,SHANNON
406103,528118,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528118811,811,SHANNON
406104,528095,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528095811,811,SHANNON
406105,528075,DENBURY ONSHORE LLC,2020,0,0,147,31,0,0,130,29,0,0,141,31,0,0,154,30,0,0,202,31,0,0,250,30,0,0,197,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528075811,811,SHANNON
406106,528053,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,222,77,1941,30,369,116,2442,30,317,67,1651,31,320,80,1793,30,373,84,1716,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528053811,811,SHANNON
406107,528052,DENBURY ONSHORE LLC,2020,307,33,30,31,291,49,31,29,321,53,24,31,329,24,43,30,258,32,29,31,271,36,32,30,220,22,22,24,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528052811,811,SHANNON
406108,528051,DENBURY ONSHORE LLC,2020,350,33,186,31,471,59,296,29,459,64,365,31,331,33,196,30,301,0,149,31,306,15,232,30,319,30,262,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528051811,811,SHANNON
406109,528050,DENBURY ONSHORE LLC,2020,159,21,36,31,53,10,4,9,74,4,7,8,198,15,28,30,190,16,33,31,174,15,37,29,207,15,27,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528050811,811,SHANNON
406110,528049,DENBURY ONSHORE LLC,2020,738,88,41,31,655,73,32,29,635,50,52,31,73,3,6,4,0,0,0,0,371,18,32,15,704,57,31,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528049811,811,SHANNON
406111,528048,DENBURY ONSHORE LLC,2020,0,0,166,31,0,0,174,29,0,0,167,31,0,0,154,30,0,0,154,31,0,0,148,30,0,0,181,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528048811,811,SHANNON
406112,528047,DENBURY ONSHORE LLC,2020,0,0,199,31,0,0,209,29,0,0,201,31,0,0,184,30,0,0,185,31,0,0,177,30,0,0,217,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528047811,811,SHANNON
406113,528046,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528046811,811,SHANNON
406114,528045,DENBURY ONSHORE LLC,2020,404,307,1838,31,251,279,1697,29,282,185,1793,31,260,198,1685,30,285,190,1712,31,213,176,1512,28,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528045811,811,SHANNON
406115,528044,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,528044811,811,SHANNON
406116,527766,DENBURY ONSHORE LLC,2020,413,79,1375,31,432,67,1304,29,442,78,1407,30,423,94,1436,30,422,82,1467,31,434,77,1434,30,511,71,2015,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527766811,811,SHANNON
406117,527765,DENBURY ONSHORE LLC,2020,483,60,2945,31,409,50,2576,29,487,60,2554,31,451,71,2372,30,426,63,2507,31,419,64,2192,25,144,10,778,6,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527765811,811,SHANNON
406118,527764,DENBURY ONSHORE LLC,2020,333,63,44,31,270,61,126,29,315,66,147,31,396,101,179,30,434,129,190,31,463,122,192,30,425,131,204,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527764811,811,SHANNON
406119,527763,DENBURY ONSHORE LLC,2020,203,31,623,31,150,31,605,29,179,33,651,31,74,14,197,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527763811,811,SHANNON
406120,527752,DENBURY ONSHORE LLC,2020,0,0,391,31,0,0,334,29,0,0,386,31,0,0,375,30,0,0,390,31,0,0,385,30,0,0,536,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527752811,811,SHANNON
406121,527696,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527696811,811,SHANNON
406122,527695,DENBURY ONSHORE LLC,2020,0,0,0,0,1,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527695811,811,SHANNON
406123,527694,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527694811,811,SHANNON
406124,527669,DENBURY ONSHORE LLC,2020,0,0,0,0,3,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527669811,811,SHANNON
406125,527640,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527640811,811,SHANNON
406126,527638,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527638811,811,SHANNON
406127,527591,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527591811,811,SHANNON
406128,527590,DENBURY ONSHORE LLC,2020,436,95,1313,31,410,92,1217,29,514,100,1603,31,562,92,1586,30,547,94,1742,30,544,92,1862,30,404,79,1422,25,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527590811,811,SHANNON
406129,527589,DENBURY ONSHORE LLC,2020,314,94,1490,31,298,92,1494,29,344,100,1915,31,291,93,1995,30,224,95,1609,24,284,122,2069,30,196,97,1440,23,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527589811,811,SHANNON
406130,527588,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527588811,811,SHANNON
406131,527587,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527587811,811,SHANNON
406132,527586,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527586811,811,SHANNON
406133,527575,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527575811,811,SHANNON
406134,527574,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527574811,811,SHANNON
406135,527573,DENBURY ONSHORE LLC,2020,0,0,515,31,0,0,500,29,0,0,504,31,0,0,540,30,0,0,530,31,0,0,466,30,0,0,484,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527573811,811,SHANNON
406136,527572,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527572811,811,SHANNON
406137,527571,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527571811,811,SHANNON
406138,527570,DENBURY ONSHORE LLC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527570811,811,SHANNON
406139,527569,DENBURY ONSHORE LLC,2020,147,12,985,31,116,12,816,29,121,62,890,31,106,48,535,30,150,56,656,31,147,44,943,30,116,59,1603,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527569811,811,SHANNON
406140,527568,DENBURY ONSHORE LLC,2020,179,31,564,31,152,31,602,29,189,33,723,31,199,31,721,30,211,32,784,31,207,30,805,30,185,33,779,31,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527568811,811,SHANNON
406141,527567,DENBURY ONSHORE LLC,2020,235,32,1642,31,205,31,1486,29,95,12,543,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,0,0,0,99,527567811,811,SHANNON
